;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregación 2;Nacional;Nacional Urbano-Rural;Área;Nacional Urbano;Nacional Rural;Provincial;Azuay;Bolívar;Cañar;Carchi;Cotopaxi;Chimborazo;El Oro;Esmeraldas;Guayas;Imbabura;Loja;Los Ríos;Manabí;Morona Santiago;Napo;Pastaza;Pichincha;Tungurahua;Zamora Chinchipe;Galápagos;Sucumbíos;Orellana;Santo Domingo de los Tsáchilas;Santa Elena;Amazonía;Dominios;Quito;Guayaquil;Cuenca;Machala;Ambato;Resto sierra urbano;Resto costa urbano;Amazonía urbano;Sexo;Hombre;Mujer;Edad;Entre 15 y 24 años;Entre 25 y 34 años;Entre 35 y 44 años;Entre 45 y 64 años;65 años y más ;Etnia;Indígena;Afro ecuatoriano;Mestizo/a;Blanco;Montubio;Otro Cuál?;
sep-16;Población Total;;16.593.827;;11.313.724;5.280.103;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.978.025;2.446.017;388.491;288.126;174.163;2.141.991;3.598.704;298.205;;8.201.943;8.391.884;;3.020.452;2.394.088;2.205.734;2.837.483;1.181.568;;999.610;699.040;12.453.352;214.091;594.731;9.147;
sep-16;Población menor de 15 años;;4.954.502;;3.222.330;1.732.172;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;532.648;706.937;107.869;82.358;47.036;591.667;1.055.797;98.019;;2.535.875;2.418.626;;0;0;0;0;0;;286.787;150.594;2.740.203;33.237;116.616;3.209;
sep-16;Población en Edad de Trabajar (PET);;11.639.325;;8.091.394;3.547.931;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.445.378;1.739.081;280.622;205.769;127.128;1.550.324;2.542.907;200.186;;5.666.067;5.973.258;;3.020.452;2.394.088;2.205.734;2.837.483;1.181.568;;712.824;548.446;9.713.150;180.854;478.114;5.938;
sep-16;Población Económicamente Activa;;8.057.159;;5.363.829;2.693.330;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;910.640;1.188.065;182.633;125.662;88.978;1.070.428;1.655.954;141.469;;4.586.361;3.470.798;;1.429.798;1.961.245;1.882.504;2.270.222;513.390;;608.862;360.538;6.636.405;125.319;321.796;4.240;
sep-16;Empleo;;7.637.986;;5.005.457;2.632.529;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;831.311;1.120.005;177.114;121.680;83.158;983.217;1.560.976;127.995;;4.395.386;3.242.600;;1.264.457;1.836.290;1.818.125;2.209.975;509.139;;591.076;333.104;6.278.469;115.826;315.271;4.240;
sep-16;Empleo Adecuado/Pleno;;3.154.513;;2.546.754;607.759;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;566.887;592.586;101.928;62.389;44.047;437.751;681.941;59.224;;2.111.768;1.042.746;;307.404;906.918;917.493;937.793;84.905;;105.923;140.629;2.773.868;45.844;87.216;1.032;
sep-16;Subempleo;;1.560.342;;963.920;596.421;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;79.195;236.086;22.192;20.676;16.138;215.202;349.163;25.268;;915.215;645.127;;292.453;405.088;371.603;441.242;49.956;;114.496;83.057;1.249.635;28.432;84.316;406;
sep-16;Subempleo por insuficiencia de tiempo de trabajo;;1.272.473;;807.076;465.397;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;66.865;208.051;19.316;16.947;12.965;167.316;296.120;19.495;;695.674;576.798;;241.999;321.131;301.377;364.518;43.447;;84.216;65.762;1.031.439;25.233;65.415;406;
sep-16;Subempleo por insuficiencia de ingresos;;287.869;;156.845;131.024;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;12.330;28.036;2.876;3.729;3.173;47.886;53.042;5.772;;219.540;68.329;;50.453;83.957;70.226;76.724;6.510;;30.280;17.294;218.195;3.199;18.901;0;
sep-16;Empleo no remunerado;;834.147;;292.263;541.884;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;31.124;61.352;12.026;5.583;4.852;80.523;85.142;11.661;;253.476;580.671;;366.582;136.925;111.556;153.612;65.472;;184.283;15.027;581.929;15.306;37.347;254;
sep-16;Otro Empleo no pleno;;2.063.849;;1.182.648;881.202;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;146.597;224.054;40.829;33.032;17.583;247.038;442.110;31.405;;1.097.791;966.058;;297.366;380.389;409.530;670.234;306.330;;185.858;93.569;1.650.763;24.721;106.393;2.546;
sep-16;Empleo no clasificado;;25.135;;19.871;5.264;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;7.508;5.926;138;0;538;2.703;2.621;438;;17.136;7.999;;653;6.971;7.943;7.093;2.475;;516;822;22.274;1.523;0;0;
sep-16;Desempleo;;419.173;;358.372;60.802;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;79.329;68.060;5.519;3.981;5.820;87.211;94.978;13.474;;190.975;228.198;;165.341;124.955;64.379;60.247;4.251; ;17.786;27.434;357.936;9.493;6.525;0;
sep-16;Desempleo Abierto;;362.204;;314.417;47.787;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;72.454;59.464;4.828;3.545;5.207;77.132;81.203;10.584;;168.605;193.599;;141.831;114.161;56.434;45.937;3.842;;13.997;24.424;310.782;7.797;5.204;0;
sep-16;Desempleo Oculto;;56.969;;43.955;13.014;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;6.875;8.596;691;436;613;10.079;13.775;2.890;;22.370;34.599;;23.510;10.795;7.945;14.310;409;;3.789;3.009;47.153;1.696;1.320;0;
sep-16;Desempleo Cesante;;323.493;;280.552;42.940;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;65.242;57.202;4.838;3.465;3.474;63.732;72.437;10.162;;163.286;160.207;;95.018;107.652;59.183;57.388;4.251;;14.516;20.698;274.302;8.293;5.684;0;
sep-16;Desempleo Nuevo;;95.680;;77.819;17.861;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;14.087;10.858;680;517;2.346;23.479;22.541;3.312;;27.690;67.991;;70.322;17.303;5.196;2.859;0;;3.270;6.736;83.634;1.200;840;0;
sep-16;Población Económicamente Inactiva;;3.582.166;;2.727.565;854.601;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;534.737;551.016;97.989;80.107;38.150;479.896;886.953;58.717;;1.079.706;2.502.460;;1.590.654;432.843;323.230;567.261;668.179;;103.962;187.908;3.076.745;55.535;156.318;1.698;
dic-16;Población Total;;16.714.929;;11.366.255;5.348.674;;837.801;206.761;267.923;182.859;472.986;515.248;685.431;616.329;4.172.350;456.259;505.157;885.875;1.522.324;184.841;125.885;105.852;3.039.198;573.373;113.129;30.532;215.991;155.535;431.754;371.881;901.233;;1.875.436;2.538.209;386.346;262.307;186.621;2.123.021;3.658.514;311.934;;8.242.666;8.472.263;;3.015.944;2.519.951;2.158.993;2.829.499;1.171.743;;1.210.556;643.195;12.423.350;256.881;576.997;3.811;
dic-16;Población menor de 15 años;;5.018.798;;3.223.678;1.795.120;;237.254;69.684;81.328;50.140;150.018;167.534;198.253;224.996;1.230.627;132.505;139.734;272.662;445.141;80.075;49.500;46.985;814.551;159.638;42.063;8.380;80.866;60.478;134.546;127.979;359.966;;486.499;742.703;97.212;72.926;46.171;578.328;1.088.224;105.303;;2.556.803;2.461.995;;0;0;0;0;0;;359.536;144.555;2.752.685;49.329;112.113;439;
dic-16;Población en Edad de Trabajar (PET);;11.696.131;;8.142.577;3.553.554;;600.547;137.077;186.596;132.718;322.968;347.713;487.178;391.332;2.941.723;323.754;365.423;613.214;1.077.183;104.765;76.386;58.867;2.224.646;413.735;71.066;22.152;135.125;95.058;297.208;243.902;541.267;;1.388.937;1.795.506;289.133;189.382;140.449;1.544.694;2.570.290;206.631;;5.685.864;6.010.267;;3.015.944;2.519.951;2.158.993;2.829.499;1.171.743;;851.020;498.640;9.670.665;207.552;464.884;3.371;
dic-16;Población Económicamente Activa;;7.874.021;;5.318.281;2.555.740;;422.778;98.293;121.737;82.830;247.418;277.135;312.129;236.587;1.913.954;215.606;246.955;396.113;681.934;81.369;60.267;47.608;1.513.696;316.481;52.450;16.875;91.964;74.652;197.801;149.005;408.311;;912.077;1.173.092;193.030;120.436;99.300;1.026.235;1.632.758;148.217;;4.581.100;3.292.920;;1.334.271;2.023.464;1.822.920;2.204.412;488.954;;686.972;327.643;6.415.957;136.452;305.241;1.755;
dic-16;Empleo;;7.463.579;;4.971.669;2.491.910;;410.719;95.637;115.496;78.082;241.042;273.471;299.338;215.622;1.791.872;204.262;233.561;378.572;661.058;79.881;58.234;46.135;1.398.453;305.558;50.081;16.385;85.892;71.152;191.362;144.267;391.375;;828.696;1.097.582;183.845;114.054;92.201;966.017;1.538.521;138.036;;4.374.323;3.089.256;;1.167.508;1.906.644;1.763.277;2.146.864;479.287;;670.679;296.592;6.076.825;126.406;291.322;1.755;
dic-16;Empleo Adecuado/Pleno;;3.243.293;;2.533.751;709.542;;189.832;26.440;47.686;26.790;85.391;62.770;138.792;80.432;840.047;78.939;80.072;136.251;234.699;21.720;16.487;11.881;817.812;105.746;17.795;12.955;34.807;25.750;83.751;60.124;128.440;;525.806;581.452;109.212;59.202;46.526;456.320;673.718;71.164;;2.194.304;1.048.990;;339.848;1.018.401;905.476;900.041;79.527;;139.320;127.083;2.832.949;62.833;80.279;829;
dic-16;Subempleo;;1.564.825;;1.001.485;563.340;;64.141;19.327;21.282;15.004;43.059;41.139;57.168;42.062;446.030;44.519;62.141;105.894;170.980;15.012;15.482;7.972;201.737;72.534;10.590;1.374;13.303;13.344;34.682;41.139;75.703;;119.488;236.554;21.276;15.654;16.904;184.492;378.256;27.841;;935.989;628.836;;292.129;385.503;359.565;470.768;56.862;;136.931;69.923;1.229.147;24.346;103.867;612;
dic-16;Subempleo por insuficiencia de tiempo de trabajo;;1.253.264;;807.184;446.080;;46.969;15.578;16.015;12.481;31.911;30.286;45.936;32.305;364.524;33.973;49.064;89.073;144.265;12.214;12.791;6.675;166.626;51.669;8.100;1.273;10.469;11.007;25.813;30.280;61.257;;96.105;191.618;15.845;12.993;13.005;146.258;307.507;22.895;;698.932;554.332;;234.776;301.624;283.948;381.877;51.038;;102.899;52.637;984.839;22.998;89.864;26;
dic-16;Subempleo por insuficiencia de ingresos;;311.561;;194.302;117.260;;17.172;3.749;5.267;2.523;11.148;10.853;11.232;9.757;81.507;10.546;13.077;16.821;26.715;2.797;2.691;1.297;35.111;20.865;2.490;101;2.834;2.337;8.868;10.859;14.446;;23.383;44.936;5.431;2.661;3.898;38.234;70.749;4.946;;237.057;74.504;;57.353;83.879;75.616;88.890;5.824;;34.033;17.286;244.307;1.348;14.003;585;
dic-16;Empleo no remunerado;;660.893;;258.945;401.949;;42.091;18.448;13.197;5.216;44.265;67.720;16.995;16.666;88.069;18.347;25.254;28.049;52.329;18.193;14.064;13.536;80.950;36.857;6.951;958;11.109;16.240;15.804;8.688;80.092;;25.928;47.065;11.868;6.130;6.892;72.802;77.100;10.683;;191.973;468.920;;257.071;112.341;97.106;136.830;57.546;;174.101;13.235;438.582;11.014;23.897;64;
dic-16;Otro Empleo no pleno;;1.978.071;;1.163.990;814.081;;113.823;31.343;33.331;30.824;67.961;101.514;86.383;75.072;416.273;61.620;66.095;108.173;201.362;24.957;12.201;12.632;290.665;89.414;14.745;1.098;26.585;15.819;56.615;34.251;106.939;;150.185;231.058;41.489;33.068;21.021;250.479;407.675;28.146;;1.042.372;935.699;;277.911;386.078;395.888;633.616;284.578;;220.163;85.369;1.560.875;28.155;83.280;228;
dic-16;Empleo no clasificado;;16.497;;13.498;2.999;;832;79;0;249;366;327;0;1.389;1.452;837;0;206;1.687;0;0;114;7.289;1.006;0;0;88;0;511;65;202;;7.289;1.452;0;0;858;1.924;1.772;202;;9.686;6.811;;549;4.322;5.243;5.609;775;;164;982;15.272;57;0;22;
dic-16;Desempleo;;410.441;;346.612;63.829;;12.059;2.656;6.241;4.748;6.376;3.664;12.791;20.966;122.082;11.344;13.394;17.541;20.877;1.488;2.033;1.473;115.243;10.923;2.369;490;6.072;3.500;6.439;4.738;16.936;;83.381;75.511;9.186;6.383;7.099;60.218;94.237;10.181;;206.777;203.664;;166.763;116.820;59.643;57.548;9.667;;16.293;31.051;339.131;10.046;13.920;0;
dic-16;Desempleo Abierto;;321.582;;280.152;41.430;;9.973;2.286;4.654;3.858;4.748;2.650;10.392;14.488;93.568;7.943;11.612;11.574;15.351;1.176;1.192;803;97.268;9.017;1.513;359;5.198;3.105;4.333;4.226;12.988;;70.248;64.835;7.820;5.681;6.228;48.728;68.091;8.197;;162.054;159.527;;129.920;97.768;48.895;38.793;6.205;;10.822;23.885;272.286;6.637;7.951;0;
dic-16;Desempleo Oculto;;88.860;;66.460;22.400;;2.086;369;1.587;890;1.628;1.014;2.400;6.478;28.514;3.401;1.782;5.967;5.525;311;841;670;17.975;1.906;856;131;875;395;2.105;512;3.948;;13.133;10.675;1.366;701;871;11.490;26.146;1.984;;44.723;44.137;;36.842;19.052;10.748;18.755;3.462;;5.471;7.166;66.845;3.409;5.969;0;
dic-16;Desempleo Cesante;;298.298;;257.530;40.768;;8.890;2.092;3.114;2.548;4.463;2.453;6.942;13.930;91.631;6.968;7.950;12.969;13.976;930;1.164;721;94.491;7.095;1.338;435;4.165;2.157;4.367;3.134;10.474;;67.998;58.510;7.520;4.300;5.326;40.323;66.674;6.517;;158.133;140.165;;90.806;94.337;51.610;52.607;8.937;;12.539;20.565;246.885;7.680;10.628;0;
dic-16;Desempleo Nuevo;;112.144;;89.082;23.062;;3.169;564;3.127;2.200;1.913;1.211;5.849;7.036;30.451;4.376;5.444;4.571;6.901;558;869;752;20.752;3.828;1.031;55;1.908;1.343;2.072;1.605;6.461;;15.383;17.001;1.665;2.083;1.773;19.895;27.563;3.664;;48.645;63.499;;75.956;22.483;8.033;4.941;730;;3.754;10.487;92.246;2.366;3.292;0;
dic-16;Población Económicamente Inactiva;;3.822.110;;2.824.296;997.814;;177.769;38.784;64.858;49.888;75.550;70.578;175.049;154.745;1.027.769;108.148;118.468;217.101;395.248;23.397;16.119;11.258;710.950;97.253;18.616;5.277;43.161;20.405;99.408;94.897;132.957;;476.860;622.413;96.103;68.945;41.149;518.458;937.532;58.414;;1.104.763;2.717.347;;1.681.673;496.487;336.073;625.087;682.790;;164.048;170.997;3.254.708;71.100;159.642;1.616;
mar-17;Población Total;;16.738.420;;11.381.745;5.356.674;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.881.252;2.542.111;387.656;262.771;186.976;2.266.676;3.529.741;324.563;;8.267.898;8.470.522;;3.014.904;2.443.655;2.189.635;2.893.836;1.184.421;;1.233.023;660.782;12.348.753;209.084;743.882;3.287;
mar-17;Población menor de 15 años;;5.011.970;;3.222.138;1.789.832;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;500.223;698.330;98.438;74.335;47.793;636.508;1.060.976;105.536;;2.578.942;2.433.027;;0;0;0;0;0;;372.919;147.062;2.768.171;34.724;149.203;281;
mar-17;Población en Edad de Trabajar (PET);;11.726.450;;8.159.608;3.566.842;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.381.030;1.843.781;289.218;188.435;139.183;1.630.168;2.468.765;219.027;;5.688.956;6.037.494;;3.014.904;2.443.655;2.189.635;2.893.836;1.184.421;;860.104;513.719;9.580.582;174.359;594.679;3.006;
mar-17;Población Económicamente Activa;;8.084.382;;5.350.429;2.733.953;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;908.182;1.206.651;181.665;120.436;96.010;1.102.668;1.578.449;156.367;;4.610.724;3.473.658;;1.387.490;1.987.902;1.867.051;2.319.387;522.552;;734.190;332.637;6.504.264;118.223;392.178;2.891;
mar-17;Empleo;;7.728.968;;5.048.482;2.680.487;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;825.467;1.145.051;173.875;115.330;91.198;1.049.361;1.502.788;145.412;;4.445.576;3.283.393;;1.259.987;1.869.244;1.811.083;2.273.179;515.476;;722.056;305.504;6.204.646;108.879;385.042;2.840;
mar-17;Empleo Adecuado/Pleno;;3.112.953;;2.530.096;582.857;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;524.240;592.911;112.376;57.967;44.748;505.625;626.577;65.652;;2.089.042;1.023.912;;275.242;912.574;880.511;954.559;90.068;;123.776;131.671;2.706.752;50.368;99.888;499;
mar-17;Subempleo;;1.726.030;;1.119.135;606.894;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;140.466;275.292;17.457;15.511;19.463;204.148;412.822;33.975;;1.046.955;679.074;;333.819;434.601;435.881;472.671;49.057;;122.877;72.674;1.389.998;22.329;117.986;166;
mar-17;Subempleo por insuficiencia de tiempo de trabajo;;1.400.549;;920.862;479.687;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;118.963;229.919;13.712;12.850;15.862;159.881;342.640;27.035;;793.574;606.975;;274.660;348.626;351.438;382.263;43.562;;93.762;54.020;1.138.234;17.452;96.915;166;
mar-17;Subempleo por insuficiencia de ingresos;;325.480;;198.273;127.207;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;21.503;45.373;3.745;2.660;3.601;44.267;70.183;6.941;;253.381;72.100;;59.159;85.975;84.443;90.408;5.495;;29.115;18.654;251.764;4.876;21.071;0;
mar-17;Empleo no remunerado;;879.801;;289.532;590.269;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;27.608;44.823;12.928;7.165;8.278;80.363;93.639;14.727;;250.918;628.882;;363.081;148.482;117.343;189.786;61.109;;232.895;23.528;562.660;6.282;53.334;1.102;
mar-17;Otro Empleo no pleno;;1.994.537;;1.095.420;899.117;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;129.483;226.629;31.042;34.687;18.426;258.623;366.561;29.969;;1.047.770;946.767;;287.172;371.473;372.842;647.845;315.204;;241.480;76.930;1.532.737;29.600;113.209;580;
mar-17;Empleo no clasificado;;15.648;;14.299;1.350;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;3.670;5.396;72;0;282;602;3.188;1.088;;10.891;4.757;;674;2.114;4.505;8.318;37;;1.028;702;12.500;301;624;493;
mar-17;Desempleo;;355.414;;301.948;53.466;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;82.715;61.600;7.790;5.106;4.812;53.307;75.662;10.956;;165.148;190.266;;127.502;118.658;55.969;46.208;7.076;;12.133;27.132;299.618;9.343;7.136;51;
mar-17;Desempleo Abierto;;314.283;;270.634;43.649;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;79.723;52.675;7.240;4.539;4.188;47.306;64.597;10.366;;150.484;163.800;;114.671;107.780;48.918;38.535;4.379;;10.808;20.891;268.752;8.262;5.519;51;
mar-17;Desempleo Oculto;;41.130;;31.314;9.817;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;2.991;8.925;550;567;625;6.001;11.064;590;;14.664;26.466;;12.831;10.878;7.051;7.673;2.697;;1.325;6.241;30.866;1.081;1.618;0;
mar-17;Desempleo Cesante;;277.646;;242.089;35.557;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;69.994;50.129;6.707;4.231;3.984;43.018;55.817;8.208;;135.299;142.347;;71.938;100.548;52.528;45.556;7.076;;11.462;22.402;232.003;6.949;4.781;51;
mar-17;Desempleo Nuevo;;77.768;;59.859;17.909;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;12.721;11.471;1.083;875;828;10.289;19.845;2.747;;29.849;47.919;;55.565;18.111;3.440;652;0;;671;4.731;67.615;2.395;2.356;0;
mar-17;Población Económicamente Inactiva;;3.642.068;;2.809.179;832.889;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;472.848;637.130;107.553;67.999;43.173;527.500;890.316;62.660;;1.078.232;2.563.836;;1.627.414;455.752;322.583;574.449;661.869;;125.915;181.083;3.076.317;56.137;202.501;115;
jun-17;Población Total ;;16.746.087;;11.385.717;5.360.370;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.881.817;2.542.309;387.787;262.799;186.999;2.267.732;3.531.357;324.917;;8.265.826;8.480.261;;3.031.594;2.429.399;2.224.518;2.931.255;1.239.655;;1.124.139;595.373;12.668.407;244.805;584.229;13.599;
jun-17;Población menor de 15 años;;4.889.667;;3.109.207;1.780.460;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;459.088;675.286;101.410;71.914;45.453;613.115;1.042.385;100.558;;2.501.703;2.387.964;;0;0;0;0;0;;347.893;147.959;2.726.313;38.727;109.052;4.188;
jun-17;Población en Edad de Trabajar (PET);;11.856.420;;8.276.510;3.579.910;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.422.729;1.867.023;286.377;190.885;141.546;1.654.617;2.488.972;224.359;;5.764.123;6.092.297;;3.031.594;2.429.399;2.224.518;2.931.255;1.239.655;;776.246;447.414;9.942.094;206.077;475.177;9.411;
jun-17;Población Económicamente Activa;;8.147.564;;5.439.733;2.707.830;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;895.921;1.256.612;178.320;119.364;97.008;1.105.115;1.628.865;158.527;;4.663.204;3.484.359;;1.376.186;1.994.079;1.884.961;2.349.481;542.857;;661.703;296.626;6.730.747;140.494;312.737;5.257;
jun-17;Empleo;;7.781.560;;5.125.446;2.656.114;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;825.719;1.190.492;170.248;114.270;92.563;1.058.664;1.525.129;148.361;;4.501.384;3.280.177;;1.243.809;1.875.464;1.823.229;2.302.023;537.036;;653.342;275.353;6.410.416;132.769;304.598;5.083;
jun-17;Empleo Adecuado/Pleno;;3.267.363;;2.664.344;603.020;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;565.146;622.466;107.230;58.871;51.129;530.033;659.362;70.107;;2.190.224;1.077.139;;315.492;944.643;918.095;1.001.229;87.904;;111.658;114.730;2.896.949;61.093;81.031;1.902;
jun-17;Subempleo;;1.668.577;;1.039.886;628.691;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;106.295;280.154;16.258;17.721;16.413;197.589;373.016;32.441;;1.003.556;665.021;;323.852;417.351;404.732;458.009;64.634;;132.761;73.537;1.332.379;26.756;102.479;665;
jun-17;Subempleo por insuficiencia de tiempo de trabajo;;1.322.184;;840.337;481.847;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;81.611;233.111;12.528;14.302;13.721;162.120;295.117;27.826;;731.628;590.556;;258.548;326.920;317.561;363.399;55.755;;96.395;56.467;1.060.616;21.369;86.672;665;
jun-17;Subempleo por insuficiencia de ingresos;;346.393;;199.549;146.844;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;24.683;47.043;3.729;3.419;2.692;35.469;77.898;4.615;;271.928;74.465;;65.304;90.430;87.170;94.610;8.879;;36.366;17.070;271.763;5.388;15.807;0;
jun-17;Empleo no remunerado;;828.059;;274.950;553.109;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;29.151;44.856;11.936;6.652;7.719;70.436;90.401;13.799;;252.894;575.165;;327.775;149.203;107.079;173.414;70.588;;202.356;14.281;568.029;12.396;30.377;621;
jun-17;Otro Empleo no pleno;;1.978.784;;1.109.977;868.807;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;117.706;230.737;34.746;30.971;16.853;248.577;398.795;31.592;;1.030.967;947.818;;276.289;353.092;384.018;652.284;313.102;;204.937;71.894;1.577.611;32.133;90.712;1.498;
jun-17;Empleo no clasificado;;38.777;;36.289;2.488;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;7.422;12.279;78;55;449;12.028;3.556;421;;23.743;15.034;;401;11.176;9.306;17.087;808;;1.632;910;35.447;391;0;397;
jun-17;Desempleo;;366.004;;314.287;51.716;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;70.202;66.120;8.072;5.094;4.446;46.451;103.736;10.166;;161.821;204.183;;132.378;118.614;61.732;47.458;5.821;;8.361;21.273;320.332;7.725;8.139;174;
jun-17;Desempleo Abierto;;322.247;;276.378;45.869;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;64.680;58.118;7.189;4.311;3.872;36.226;93.355;8.627;;143.915;178.333;;113.450;109.289;57.421;40.111;1.976;;6.698;19.184;282.055;7.427;6.709;174;
jun-17;Desempleo Oculto;;43.756;;37.909;5.847;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;5.521;8.002;883;783;574;10.226;10.381;1.539;;17.906;25.850;;18.928;9.325;4.311;7.347;3.845;;1.662;2.089;38.277;298;1.430;0;
jun-17;Desempleo Cesante;;272.684;;239.357;33.327;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;60.864;50.564;6.963;3.875;3.876;34.503;70.162;8.549;;130.111;142.573;;65.258;98.926;56.580;46.356;5.564;;6.489;15.581;238.795;4.683;6.962;174;
jun-17;Desempleo Nuevo;;93.320;;74.930;18.389;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;9.337;15.556;1.109;1.219;570;11.948;33.574;1.617;;31.710;61.610;;67.120;19.688;5.152;1.102;258;;1.871;5.692;81.537;3.042;1.177;0;
